	GS000a	GS000b	GS000c	GS000d	GS001a	GS001b	GS001c	GS002	GS003	GS004	GS005	GS006	GS007	GS008	GS009	GS010	GS011	GS012	GS013	GS014	GS015	GS016	GS017	GS018	GS019	GS020	GS021	GS022	GS023	GS025	GS026	GS027	GS028	GS029	GS030	GS031	GS032	GS033	GS034	GS035	GS036	GS037	GS038	GS039	GS040	GS041	GS042	GS043	GS044	GS045	GS046	GS047	GS048a	GS049	GS050	GS051	GS048b	GS108a	GS108b	GS109	GS110a	GS110b	GS111	GS112a	GS112b	GS113	GS114	GS115	GS116	GS117a	GS117b	GS119	GS120	GS121	GS122a	GS122b	GS123	GS148	GS149
YhhN	29	2	0	0	0	0	0	2	1	2	2	0	1	6	4	0	0	2	3	0	0	0	2	1	0	5	1	1	1	3	0	1	0	0	0	5	2	23	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	2
HisG_C	31	16	28	12	9	3	8	12	8	2	3	3	3	11	9	9	22	24	12	9	4	2	5	5	5	45	10	10	2	5	1	10	3	6	20	25	6	88	4	6	3	2	0	0	0	0	0	0	0	0	0	1	1	1	0	8	1	1	0	1	1	0	0	3	2	0	3	4	3	6	3	1	0	2	5	0	3	5	11
DUF2464	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exonuc_VII_S	88	68	89	60	9	16	22	22	12	15	6	7	7	28	15	7	41	44	22	30	11	22	58	28	35	105	30	25	17	12	16	54	44	32	96	95	25	204	32	27	19	21	0	0	0	0	0	0	0	0	0	15	17	8	0	19	11	4	4	6	8	2	9	9	2	19	41	13	6	54	9	9	3	16	11	1	16	16	22
EspA	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DHO_dh	391	437	429	404	37	43	102	117	56	45	57	61	43	132	106	88	140	164	121	148	173	147	283	174	190	306	147	161	177	51	130	258	236	184	493	590	165	676	156	200	114	98	1	1	0	1	1	0	3	1	0	95	80	138	4	120	33	48	30	85	80	25	76	107	22	133	377	67	55	364	26	78	49	135	141	20	130	131	109
DNA_binding_1	260	142	199	156	19	18	46	30	28	32	22	22	11	59	34	40	62	60	54	71	58	62	99	60	63	133	51	43	62	14	37	98	97	88	187	271	72	293	58	52	37	31	0	0	0	0	2	0	0	1	2	31	28	40	2	56	12	17	13	16	26	4	20	37	7	39	110	21	26	119	4	28	11	46	24	5	39	49	40
DUF2964	75	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Docking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Septin	24	37	47	28	6	7	17	5	4	8	2	4	4	15	1	6	8	11	13	11	17	15	26	15	8	7	17	13	14	6	13	19	22	15	44	48	19	36	5	15	14	4	0	0	0	0	0	2	0	0	0	8	7	7	0	15	1	2	6	5	9	3	2	9	2	15	35	5	6	27	1	1	5	13	4	3	10	9	10
CitG	32	6	7	9	0	1	0	2	0	0	0	0	0	1	0	0	0	4	2	4	0	1	6	5	3	0	3	5	1	0	3	4	5	3	2	12	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	2	0	2	4	1	1	2	0	2	2	3	1	0	2	3	0
SRF-TF	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nucleos_tra2_N	71	46	72	39	12	4	15	3	14	5	4	10	14	4	18	8	6	6	26	27	8	18	30	9	11	15	11	13	11	4	9	40	21	9	69	54	6	51	8	30	9	5	0	0	0	0	0	0	0	0	0	9	6	5	0	13	2	0	4	6	7	5	6	7	1	11	21	7	1	27	7	3	6	9	8	5	8	12	14
Aminotran_3	1969	858	1218	1005	106	158	260	311	152	157	125	165	168	428	215	231	416	466	336	359	348	377	725	431	386	1039	324	312	337	117	303	775	673	436	1284	1507	308	1852	406	532	198	188	2	1	2	3	1	0	0	1	0	201	208	262	0	329	70	128	97	174	228	58	152	273	48	347	837	165	171	861	81	174	133	317	242	59	365	264	309
BicD	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Mu-like_Com	3	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Got1	2	1	2	4	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	3	1	1	3	0	0	0	0	2	2	0	0	0	0	0	0	0	1
WAPL	1	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1
Carcinustatin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFK	66	107	159	91	14	9	52	21	17	13	18	11	12	46	28	29	47	47	30	49	36	47	93	49	64	137	52	54	38	12	31	88	93	31	164	177	54	275	47	53	19	25	0	0	0	0	0	0	0	0	0	30	22	31	0	41	5	11	13	25	36	13	25	33	6	27	112	20	18	111	7	28	12	38	18	4	15	39	33
BDV_P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3050	19	21	53	23	10	2	14	6	10	1	3	6	1	8	7	6	6	1	15	9	6	20	26	15	13	15	18	10	11	5	9	16	20	23	47	42	2	48	8	28	18	7	0	0	0	0	3	0	0	0	0	5	7	8	0	4	1	1	5	3	7	2	2	6	1	10	21	7	6	31	4	3	2	7	4	1	7	11	11
BTK	0	0	3	1	4	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CesT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	14	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF212	10	7	11	18	4	3	4	0	0	0	0	0	0	1	0	0	0	1	5	5	17	6	22	14	25	1	5	5	10	16	18	10	4	5	1	0	5	22	8	4	1	2	0	0	0	0	0	0	0	0	0	6	2	16	0	1	3	2	2	5	9	3	6	9	4	4	20	5	3	6	8	10	1	13	9	3	1	2	1
Antimicrobial19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Usher	421	1	2	0	0	0	0	2	2	1	4	1	4	3	0	1	2	1	1	0	1	0	1	1	0	6	0	0	3	0	1	1	0	0	0	2	4	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Sod_Ni	29	21	49	26	4	6	9	4	2	2	0	2	2	9	8	9	34	7	6	12	29	22	50	26	28	45	15	27	29	18	22	58	36	35	58	60	6	25	25	37	18	9	0	0	1	0	1	0	0	0	0	12	9	22	0	16	9	11	4	9	15	9	12	17	5	17	49	10	5	54	10	9	7	27	19	6	6	20	13
AIG2	80	59	63	66	3	12	20	18	7	6	8	13	11	17	27	19	20	25	25	23	17	24	41	34	25	66	37	27	20	7	15	53	39	35	77	103	26	89	50	29	19	8	0	0	0	0	0	0	0	0	0	15	19	16	0	17	6	10	0	12	9	1	7	11	2	14	57	10	8	68	3	11	5	25	16	1	13	22	22
Bacillus_PapR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDYHV	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1006	117	0	8	4	2	1	3	2	0	0	3	0	0	11	3	4	7	9	4	6	2	4	6	5	2	65	10	1	4	0	1	0	4	0	0	6	3	19	1	2	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	1	1	2	2	0	1	2	0	1	3	0	0	3	0	4	0	1	0	0	2	2	3
DCX	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-synt_1b	647	534	587	589	52	49	169	120	94	70	56	76	65	133	132	145	225	206	126	204	197	181	451	227	212	392	195	220	219	65	161	362	339	207	731	839	207	855	215	262	135	119	0	1	1	0	2	2	1	1	2	139	129	131	3	190	44	81	44	95	159	25	97	138	29	181	551	95	106	498	45	102	56	204	138	17	177	178	186
Tubulin-binding	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rho_N	159	153	157	167	22	19	52	56	32	33	19	48	24	42	29	42	61	50	43	67	58	55	101	74	44	99	51	59	55	12	37	123	99	59	239	227	79	182	71	62	52	24	0	1	0	0	0	0	0	0	0	35	28	29	0	56	10	12	12	26	43	5	23	38	5	40	115	27	29	106	11	19	18	45	28	1	45	55	40
Vps23_core	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SOCS_box	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2090	87	13	27	18	4	2	14	4	3	2	0	3	3	10	9	15	4	6	9	15	19	9	26	24	19	3	10	35	17	0	12	29	32	23	20	38	25	8	22	19	20	11	0	0	0	1	0	0	0	0	0	11	5	7	2	19	2	4	2	5	7	0	7	14	0	11	55	10	10	47	0	9	5	9	6	0	11	11	15
DUF816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1731	71	29	25	36	4	4	6	16	5	3	10	16	5	18	12	11	24	21	12	18	33	24	38	28	14	74	21	13	25	14	18	28	21	5	16	56	10	147	29	23	7	3	0	1	0	0	0	0	0	0	2	11	10	14	0	24	10	1	7	6	14	3	9	9	3	11	41	12	10	50	6	12	5	13	10	7	17	14	12
DUF1738	11	1	4	1	2	0	2	3	0	8	5	0	1	3	0	0	5	3	1	4	1	0	4	2	0	22	3	2	1	1	3	3	5	1	4	2	2	202	0	0	2	2	0	0	0	0	0	0	0	0	0	3	3	3	0	3	4	1	2	0	1	3	0	0	4	0	2	0	0	1	0	0	1	1	0	0	0	0	0
Clathrin-link	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRTGG	45	11	3	21	5	3	4	2	0	0	0	0	2	0	1	0	4	1	2	4	16	7	26	12	10	16	0	5	6	9	17	16	1	3	3	0	4	54	8	0	1	3	0	0	0	0	0	0	0	0	0	5	2	6	0	1	5	2	4	7	5	3	7	6	4	4	16	8	2	4	6	10	5	15	10	6	4	4	2
DUF2811	27	10	1	20	2	3	1	1	0	4	0	0	0	0	0	0	0	0	0	2	12	5	17	6	22	1	3	7	16	18	14	18	3	6	4	5	0	48	28	2	0	0	0	0	0	0	0	0	0	0	0	6	5	28	0	0	8	5	6	13	11	7	5	6	5	8	42	6	5	9	10	10	9	14	10	4	2	2	5
PPI_Ypi1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Calcyon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nuc-transf	39	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	6	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3Beta_HSD	1671	1062	1302	1321	114	188	361	428	201	162	158	236	134	349	276	290	484	520	376	529	549	533	1137	619	580	1308	506	521	590	256	445	835	800	536	1407	1956	515	1819	476	522	319	267	2	5	2	4	7	7	5	4	0	238	324	335	0	499	64	165	95	237	308	80	200	334	99	413	1238	234	206	1178	108	235	164	414	336	67	389	283	298
CDC24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vMSA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF385	13	21	50	23	2	0	5	7	1	1	1	4	3	8	17	12	15	21	14	22	18	7	39	12	20	39	23	16	18	0	5	16	20	7	25	77	5	24	8	2	12	7	0	0	0	0	0	0	0	0	0	10	2	7	2	25	2	8	1	5	11	0	0	8	1	7	41	6	3	29	1	7	4	16	5	0	5	12	8
DUF2162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFRD_C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp10	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DUF2735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRP1_N	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PsbX	5	4	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	14	10	15	1	0	4	8	16	8	9	2	1	3	3	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	4	3	11	0	0	2	0	3	8	3	3	4	1	3	3	15	2	2	0	2	6	3	8	9	1	2	1	1
DHFR_1	101	74	107	66	16	25	39	29	25	16	20	19	28	55	28	25	32	40	47	35	33	32	78	32	33	59	26	45	36	13	21	70	69	50	99	148	56	121	29	49	29	22	0	0	1	0	0	0	0	0	0	23	8	12	1	25	6	6	10	15	18	9	27	11	9	33	72	9	15	65	8	15	6	20	25	8	15	26	29
Swi3	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APC_CDC26	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec61_beta	0	0	2	0	0	1	0	0	0	0	0	3	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	3	2	3	0	3	5	2	0	4	4	0	2	1	6	6	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	1	1	1	1	0	4	1	2	2	0	0	1	0	0	0	2	1	0
IL1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AgrB	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MR_MLE	426	255	315	260	36	59	68	70	34	56	18	49	35	138	57	59	127	107	76	106	113	80	226	84	88	185	107	72	68	24	68	150	109	89	258	269	61	404	93	157	31	66	2	0	0	3	3	0	0	0	0	53	45	56	0	84	19	45	28	37	62	8	37	50	11	83	171	31	35	171	20	27	27	78	57	15	82	53	50
Exotox-A_cataly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2	1	3	0	6	4	7	0	0	0	0	0	0	1	1	0	0	0	0	5	0	2	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0
Metallophos_C	24	8	5	2	1	0	0	1	2	4	7	1	0	2	0	2	0	0	2	5	1	1	5	2	4	3	1	4	3	0	0	1	3	4	8	5	3	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	6	1	1	0	0	1	0	1	1	1	0	2	0	1	0	0	1	1	2	0	5
FliT	41	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SpvB	7	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CN_hydrolase	595	352	484	404	39	40	128	83	45	51	26	51	33	101	66	63	134	154	136	117	166	113	289	166	162	367	124	122	153	61	113	232	169	124	356	510	136	865	142	148	69	51	0	0	0	0	1	1	0	0	4	68	118	118	0	109	33	54	31	63	83	20	76	85	26	127	353	59	51	285	34	77	48	156	93	26	116	90	97
DUF260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
zf-CCHH	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRM13	12	0	4	0	1	2	0	0	0	2	0	0	0	1	0	1	11	15	0	0	0	0	0	0	1	44	0	0	0	8	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
DUF694	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2CSK_N	193	1	2	0	0	0	0	5	2	4	7	0	4	8	0	2	6	7	13	2	1	0	0	0	0	10	14	2	0	0	0	4	0	2	0	4	1	12	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2
KAP	0	2	2	10	11	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	13	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	5	1	0	2	0	0	0	0	1	1	0	0	0	0	3	0	1	0
Herpes_U26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TIM21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chal_sti_synt_C	13	14	9	20	6	5	4	2	1	0	0	0	1	3	0	1	5	4	7	1	11	2	12	10	10	2	6	9	12	11	11	11	8	1	23	3	2	104	12	2	2	0	0	0	0	0	0	0	0	0	0	1	4	15	0	1	5	5	5	6	2	4	5	3	1	4	22	5	7	5	3	4	5	1	5	3	3	5	2
