	GS000a	GS000b	GS000c	GS000d	GS001a	GS001b	GS001c	GS002	GS003	GS004	GS005	GS006	GS007	GS008	GS009	GS010	GS011	GS012	GS013	GS014	GS015	GS016	GS017	GS018	GS019	GS020	GS021	GS022	GS023	GS025	GS026	GS027	GS028	GS029	GS030	GS031	GS032	GS033	GS034	GS035	GS036	GS037	GS038	GS039	GS040	GS041	GS042	GS043	GS044	GS045	GS046	GS047	GS048a	GS049	GS050	GS051	GS048b	GS108a	GS108b	GS109	GS110a	GS110b	GS111	GS112a	GS112b	GS113	GS114	GS115	GS116	GS117a	GS117b	GS119	GS120	GS121	GS122a	GS122b	GS123	GS148	GS149
OstA	170	111	169	121	17	21	42	71	23	15	26	24	24	33	23	36	32	40	33	46	34	49	107	46	58	36	66	39	60	14	47	97	71	65	187	171	42	266	60	68	27	19	0	0	2	0	0	0	0	0	0	20	23	43	0	35	4	13	10	23	28	2	20	32	2	48	104	19	18	95	8	18	19	51	39	4	52	41	51
BaffR-Tall_bind	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkip-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUF171	1	7	9	6	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	1	5	2	0	0	0	7	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TIMELESS	0	0	0	0	1	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMF19	55	70	66	98	4	13	23	23	16	17	10	26	10	11	33	26	20	15	23	31	21	30	48	37	22	13	36	26	32	4	27	55	57	38	120	143	15	39	27	39	17	23	0	0	1	0	1	0	0	0	0	21	13	19	0	31	4	15	3	15	17	1	10	26	1	25	66	12	21	69	2	22	13	34	24	2	27	15	14
Ribosomal_L14e	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mer2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
Lipoprotein_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TB2_DP1_HVA22	0	0	3	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	5	0	1	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zf-H2C2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Prp18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Nckap1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
zf-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AdoMet_MTase	2	7	6	8	0	2	2	0	1	2	0	1	0	1	0	0	3	1	0	4	0	1	4	2	0	4	0	2	2	0	1	3	2	3	8	10	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	3	0	2	0	1	0	0	1	3	7	2	2	8	1	0	0	1	2	0	2	0	2
CDtoxinA	5	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
Apyrase	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FmdA_AmdA	33	13	36	13	1	6	2	3	5	5	6	6	2	20	8	5	11	15	8	3	6	14	19	6	2	39	4	5	6	2	6	15	6	0	8	23	1	85	10	9	2	1	0	0	0	0	0	0	1	0	0	2	5	3	0	2	0	3	0	7	4	1	1	5	4	4	17	2	2	12	4	1	1	2	0	1	4	3	3
HipA_N	63	11	1	1	0	0	0	0	0	0	2	2	0	0	2	1	4	6	1	0	0	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	14	198	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	1	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0
CHMI	72	2	7	3	0	2	0	1	0	0	2	1	0	4	6	1	4	1	1	2	1	0	2	2	1	2	3	0	0	2	0	4	4	2	5	13	7	9	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0
FAD_binding_2	3674	1957	2126	2077	212	262	570	649	356	315	293	386	284	973	533	528	815	747	696	846	815	749	1490	916	806	1586	808	796	854	290	708	1454	1223	874	2552	3071	703	4005	950	940	480	406	9	13	4	3	3	7	3	5	3	453	448	542	1	731	190	238	202	318	425	114	313	456	99	616	1678	320	317	1661	176	392	245	691	537	98	694	586	621
FrhB_FdhB_N	6	5	4	6	1	1	1	0	1	3	0	0	0	4	0	2	9	5	1	3	2	4	8	2	0	35	8	2	2	1	3	2	4	5	15	45	0	48	2	2	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	16	0	0	2	0	0	1	0	0	1	2	8	2	2	4	0	1	0	1	1	0	2	2	2
ComZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUF1268	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RED_N	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2949	16	4	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	19	3	8	0	0	3	6	3	12	8	3	1	2	1	0	10	9	2	1	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	1	2	2	6	2	1	1	4	2	4	16	3	2	5	6	7	1	5	7	2	3	0	4
MdoG	123	5	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	3	0	0	1	0	2	0	0	0	0	0	1	12	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
DUF2955	39	5	2	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PetG	5	5	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	3	12	10	6	0	1	2	5	3	7	3	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	1	0	2	5	3	3	1	3	0	5	13	3	0	3	2	3	0	8	2	1	2	2	1
DUF3119	19	3	4	10	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	12	11	3	1	4	0	9	10	21	13	0	2	7	0	0	17	9	1	2	2	0	0	0	0	0	0	0	0	2	4	2	8	0	0	10	0	1	7	3	2	7	11	4	4	20	1	2	3	4	4	4	8	10	3	2	3	6
SBDS	1	3	10	6	2	2	0	2	2	0	0	5	0	0	7	1	3	0	0	0	4	7	9	5	2	5	2	0	2	6	1	3	6	0	2	7	12	3	0	4	2	1	0	0	0	0	0	0	0	0	0	1	1	1	0	8	0	1	0	0	4	0	3	2	2	3	9	0	0	9	0	0	0	0	1	1	1	0	0
Ald_Xan_dh_C	260	151	185	187	14	16	18	37	17	16	12	15	15	98	40	41	52	38	57	86	60	80	114	63	73	156	88	52	37	11	28	84	53	67	159	281	62	254	50	62	18	22	2	0	0	0	0	0	0	0	0	12	25	20	0	75	10	18	6	18	26	3	23	31	4	49	144	29	17	134	5	17	12	54	47	3	71	42	51
DUF2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DUF1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SecIII_SopE_N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCA	171	163	205	199	14	17	58	44	30	34	11	29	34	46	42	35	55	38	47	79	62	46	125	91	74	34	75	52	67	20	54	134	96	64	272	258	52	175	69	85	25	28	1	0	0	0	3	0	0	0	3	42	34	53	0	42	11	21	13	36	36	12	28	47	7	56	137	26	28	136	15	33	26	59	43	8	57	51	61
Rsbr_N	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RNA_pol_Rpb4	0	5	9	5	0	2	0	0	0	0	0	1	0	3	2	0	0	0	1	3	1	4	11	2	3	4	1	2	4	4	0	2	10	6	0	5	12	0	3	4	3	2	0	0	0	0	0	0	0	0	0	1	2	0	0	6	0	0	2	0	1	1	0	1	1	0	2	0	2	9	3	0	1	0	0	0	3	0	0
VirJ	82	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
EII-GUT	12	4	3	10	0	0	5	1	2	0	0	1	2	5	5	5	2	3	3	2	6	5	5	3	0	2	5	2	4	0	0	4	7	2	2	20	1	0	3	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	1	0	1	3	0	4	4	0	1	15	0	1	0	1	2	0	3	3	4
PilM	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ribosomal_S7e	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0
Cas_Csy4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
DUF1071	1	2	4	1	0	1	2	10	6	2	7	1	5	3	0	2	3	1	11	3	1	3	3	4	5	2	6	0	0	3	0	11	11	1	6	4	2	43	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	3	2	2	0	1	0	2	0	1	1	0	2	1	0	0	1	2	1	0	1	1
RNA_polI_A14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF901	1	0	4	2	1	2	0	1	0	0	0	0	2	2	4	0	5	0	4	0	0	0	1	0	2	10	0	0	0	0	0	1	0	0	0	4	2	12	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	4	1	0	0	0	0	0	0	1	2	1	2	0
PI-PLC-Y	0	0	2	6	3	5	0	0	1	0	0	1	0	1	2	3	7	7	2	3	1	1	6	1	2	2	4	0	1	5	0	1	1	0	0	8	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	2	2	0	3	0	0	0	1	3	0	1	2	0
Carbpep_Y_N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1994	17	19	42	15	5	5	1	2	0	1	6	1	3	7	2	3	25	15	7	7	6	9	21	9	6	85	10	7	8	3	3	10	11	9	24	21	5	60	3	2	4	0	0	0	0	0	0	0	0	0	0	1	6	4	0	15	2	1	3	2	6	3	2	4	1	5	20	0	1	15	1	6	1	5	2	0	7	1	5
Lipoxygenase	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pou	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CopD	214	41	32	27	10	12	8	8	8	7	10	13	8	25	9	9	37	30	17	12	10	7	19	12	10	106	12	9	5	6	4	26	4	5	24	30	12	190	15	7	5	1	0	0	0	0	0	0	0	0	0	1	9	5	0	6	3	2	1	5	1	0	3	2	3	5	12	4	2	12	2	4	3	8	7	2	14	7	4
Met_synt_B12	98	23	49	31	6	5	5	8	4	7	9	9	4	23	9	16	33	27	18	13	28	17	46	11	27	76	23	9	19	9	13	19	16	7	25	32	30	256	20	11	7	0	0	0	0	0	0	1	0	0	0	11	17	14	0	5	7	6	8	5	12	5	3	13	12	15	44	11	8	21	10	14	4	9	13	12	14	12	7
Bacteriocin_IIc	0	2	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	2	0	0	2	0	1	3	6	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
Hormone_5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3214	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins145_P3_rec	0	0	0	4	4	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PapG_N	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	3	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0
Glyco_transf_34	54	6	4	6	2	5	0	5	1	2	0	0	3	2	6	0	7	7	8	4	1	0	1	1	2	22	0	3	2	7	0	0	0	0	2	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	1	0	0	1	1	2	0	3	3	3	0	0	2	3	3	0	2	0
eRF1_2	5	7	28	7	2	3	1	0	1	2	0	1	0	1	11	1	2	4	3	5	11	17	15	6	5	12	4	13	3	8	2	11	8	4	0	7	19	5	0	12	12	10	0	0	0	0	0	0	0	0	0	3	4	2	0	7	0	0	0	0	1	2	1	1	2	4	15	3	1	14	5	1	0	2	2	2	2	2	2
DUF2107	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRP9-21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptidase_M43	0	0	2	0	2	2	0	2	6	3	0	0	1	3	0	1	1	2	7	0	0	0	2	0	2	2	0	3	1	0	1	4	5	0	0	3	0	2	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	1	0	2	0	0	2	0	0	0	0	0	0	1	1	1	0	2	0
DUF1236	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
DUF354	6	13	41	23	1	0	4	3	3	0	1	2	0	8	4	4	3	2	2	7	8	10	16	5	4	23	5	5	5	0	4	8	7	3	14	36	8	3	2	5	4	0	0	0	0	0	0	0	0	0	0	4	1	4	0	8	0	3	3	4	2	0	2	4	0	3	24	2	1	21	2	2	0	4	4	0	7	5	2
DUF2543	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyase_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGA	0	2	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MinC_N	45	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Keratin_assoc	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dus	604	398	408	379	54	59	119	111	87	66	59	59	60	156	67	89	170	167	156	134	173	150	341	187	193	356	151	141	166	87	134	300	244	161	575	585	171	841	191	181	94	80	1	1	0	1	1	0	2	3	1	88	91	120	0	146	46	38	61	79	90	47	68	109	23	118	349	73	54	320	54	78	55	147	101	28	135	123	127
LAG1-DNAbind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flp_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF872	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0
LtrA	5	2	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	2	1	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
Methyltransf_8	92	68	86	87	9	10	28	13	12	16	14	2	6	25	17	9	19	19	16	28	25	18	56	37	20	51	32	27	38	9	20	39	30	30	80	111	48	84	15	29	16	11	0	0	0	0	0	0	0	0	0	7	11	18	0	23	7	8	3	9	10	3	5	13	3	22	49	11	5	61	4	13	4	24	16	4	15	15	22
DUF3320	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
DXP_reductoisom	168	137	157	188	12	18	37	30	11	6	11	15	14	38	31	24	43	59	30	38	55	56	134	54	56	100	54	45	48	24	54	88	58	62	158	215	36	277	56	46	21	38	0	0	0	0	0	0	1	0	4	25	34	37	0	48	5	27	14	34	28	15	27	50	7	59	143	23	27	114	10	33	26	57	38	17	41	45	41
PAX	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cor1	12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTV	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2333	40	12	5	6	0	1	1	7	2	2	12	1	3	14	4	6	0	1	10	0	0	2	4	2	5	0	3	3	7	0	0	4	4	5	18	6	9	156	5	3	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	2	2	6	1	0	0	1	0	0	2	3	1	0	2	0	0	1	0	3	3	1	2	1
